name,surname,birth_date,height,role
Jordão,,30/08/1971,190 cm,MF
Jordan,Archer,12/04/1993,190 cm,GK
Jordan,Ayew,11/09/1991,182 cm,FW
Jordan,Bowery,02/07/1991,185 cm,FW
Jordan,Brown,10/11/1996,185 cm,FW
Jordan,Brown,11/10/1991,168 cm,DF
Jordan,Cook,20/03/1990,174 cm,FW
Jordan,Green,22/02/1995,168 cm,FW
Jordan,Henderson,17/06/1990,187 cm,MF
Jordan,Holmes,08/05/1997,190 cm,GK
Jordan,Hugill,04/06/1992,183 cm,FW
Jordan,Laidler,01/07/1995,???,FW
Jordan,Lee,31/12/1996,178 cm,DF
Jordan,Lyden,30/01/1996,183 cm,MF
Jordan,McEneff,08/01/2001,183 cm,MF
Jordan,Mustoe,28/01/1991,179 cm,MF
Jordan,Obita,08/12/1993,180 cm,MF
Jordan,Parkes,26/07/1989,183 cm,DF
Jordan,Pickford,07/03/1994,185 cm,GK
Jordan,Robinson,28/04/1991,???,DF
Jordan,Rossiter,24/03/1997,178 cm,MF
Jordan,Slew,07/09/1992,191 cm,FW
Jordan,Smith,20/04/1993,???,DF
Jordan,Spence,24/05/1990,188 cm,DF
Jordan,Stewart,03/03/1982,183 cm,DF
Jordan,Thomas,02/01/2001,179 cm,DF
Jordan,Veretout,01/03/1993,177 cm,MF
Jordan,Williams,22/10/1999,179 cm,DF
Jordan,Amavi,09/03/1994,176 cm,DF
Jordi,Cruyff,09/02/1974,184 cm,MF
Jordi,Gómez,24/05/1985,178 cm,MF
Jordi,Osei-Tutu,02/10/1998,176 cm,DF
Jordi,Amat,21/03/1992,184 cm,DF
Jordon,Mutch,02/12/1991,184 cm,MF
Jordon,Ibe,08/12/1995,176 cm,FW
Jordy,Clasie,27/06/1991,169 cm,MF
Jorell,Johnson,02/01/1996,???,DF
Jores,Okore,11/08/1992,183 cm,DF
Jorge,Costa,14/10/1971,188 cm,DF
Jorginho,,20/12/1991,180 cm,MF
Jos,Hooiveld,22/04/1983,194 cm,DF
José,Cholevas,27/06/1984,184 cm,DF
José,Dominguez,16/02/1974,165 cm,MF
José,Enrique,23/01/1986,184 cm,DF
José,Fonte,22/12/1983,191 cm,DF
José,Izquierdo,07/07/1992,171 cm,FW
José,Pozo,15/03/1996,171 cm,FW
José,Sá,17/01/1993,192 cm,GK
José,Angeliño,04/01/1997,171 cm,DF
Jose,Baxter,07/02/1992,179 cm,FW
Joselu,,27/03/1990,192 cm,FW
Josemi,,15/11/1979,183 cm,DF
Joseph,Dodoo,29/06/1995,183 cm,FW
Joseph,Parkinson,11/06/1971,183 cm,MF
Joseph,Yobo,06/09/1980,188 cm,DF
Joseph,Anang,08/06/2000,190 cm,GK
Joseph-Désiré,Job,01/12/1977,178 cm,FW
Josh,Brownhill,19/12/1995,179 cm,MF
Josh,Cullen,07/04/1996,175 cm,MF
Josh,Dawkin,16/01/1992,175 cm,MF
Josh,Doherty,15/03/1996,179 cm,MF
Josh,Feeney,06/05/2005,193 cm,DF
Josh,Harrop,15/12/1995,177 cm,MF
Josh,Maja,27/12/1998,180 cm,FW
Josh,Martin,09/09/2001,176 cm,FW
Josh,McEachran,01/03/1993,178 cm,MF
Josh,Morris,30/09/1991,182 cm,MF
Josh,Murphy,24/02/1995,173 cm,FW
Josh,Pask,01/11/1997,187 cm,DF
Josh,Payne,25/11/1990,183 cm,MF
Josh,Roberts,???,???,FW
Josh,Robson,03/02/1998,180 cm,DF
Josh,Sargent,20/02/2000,185 cm,FW
Josh,Sheehan,30/03/1995,184 cm,MF
Josh,Sims,28/03/1997,174 cm,FW
Josh,Tymon,22/05/1999,180 cm,DF
Josh,Vela,14/12/1993,181 cm,MF
Josh,Vickers,01/12/1995,193 cm,GK
Josh,Walker,21/02/1989,180 cm,MF
Josh,Wilson-Esbrand,26/12/2002,176 cm,DF
Josh,Benson,05/12/1999,175 cm,MF
Joshua,King,15/01/1992,189 cm,FW
Joshua,Onomah,27/04/1997,185 cm,MF
Joshua,Passley,21/11/1994,184 cm,DF
Joshua,Da Silva,23/10/1998,184 cm,MF
Josip,Skoko,10/12/1975,177 cm,MF
Josip,Drmić,08/08/1992,183 cm,FW
Joss,Labadie,31/08/1990,170 cm,MF
Jostein,Flo,03/10/1964,192 cm,MF
Jota,Peleteiro,16/06/1991,180 cm,FW
Jovan,Kirovski,18/03/1976,186 cm,FW
Jovo,Bosančić,07/08/1970,180 cm,MF
Joy,Mukena,03/07/1999,190 cm,DF
Jozy,Altidore,06/11/1989,185 cm,FW
Juan,Cobian,11/09/1975,168 cm,DF
Juan,Cuadrado,26/05/1988,176 cm,MF
Juan,Foyth,12/01/1998,187 cm,DF
Juan,Iturbe,04/06/1993,169 cm,FW
Juan,Menseguez,18/02/1984,174 cm,FW
Juan,Pablo Ángel,24/10/1975,184 cm,FW
Juan,Paredes,08/07/1987,179 cm,DF
Juan,Sebastián Verón,09/03/1975,186 cm,MF
Juan,Zúñiga,14/12/1985,172 cm,DF
Juan,,06/02/1982,168 cm,DF
Juanmi,,20/05/1993,172 cm,FW
Jude,Soonsup-Bell,10/01/2004,185 cm,FW
Juergen,Sommer,27/02/1969,196 cm,GK
Julian,Dicks,08/08/1968,178 cm,DF
Julian,Gray,21/09/1979,185 cm,MF
Julian,Jeanvier,31/03/1992,185 cm,DF
Julian,Joachim,20/09/1974,168 cm,FW
Julian,Speroni,18/05/1979,186 cm,GK
Julian,Watts,17/03/1971,191 cm,DF
Julian,Darby,03/10/1967,183 cm,MF
Julien,N'Goy,02/11/1997,185 cm,FW
Julien,Faubert,01/08/1983,180 cm,MF
Julio,Pleguezuelo,26/01/1997,180 cm,DF
Julio,Arca,31/01/1981,185 cm,MF
Julius,Aghahowa,12/02/1982,179 cm,FW
Junichi,Inamoto,18/09/1979,181 cm,MF
Juninho,Paulista,22/02/1973,167 cm,MF
Juninho,Bacuna,07/08/1997,178 cm,MF
Junior,Firpo,22/08/1996,184 cm,DF
Junior,Hoilett,05/06/1990,174 cm,FW
Junior,Hoilett,05/06/1990,174 cm,MF
Junior,Lewis,09/10/1973,188 cm,MF
Junior,Osborne,12/02/1988,178 cm,DF
Junior,Stanislas,26/11/1989,183 cm,FW
Junior,Stanislas,26/11/1989,183 cm,MF
Junior,Agogo,01/08/1979,180 cm,FW
Jurado,,29/06/1986,176 cm,MF
Juraj,Kucka,26/02/1987,186 cm,MF
Jussi,Jääskeläinen,19/04/1975,191 cm,GK
Justin,Hoyte,20/11/1984,180 cm,DF
Justin,Miller,16/12/1980,186 cm,DF
Justin,Skinner,17/09/1972,???,DF
Justin,Edinburgh,18/12/1969,175 cm,DF
Kévin,Théophile-Catherine,28/10/1989,183 cm,DF
Kaba,Diawara,16/12/1975,183 cm,FW
Kadeem,Harris,08/06/1993,174 cm,MF
Kader,Mangane,23/03/1983,193 cm,DF
Kagisho,Dikgacoi,24/11/1984,183 cm,MF
Kai,Havertz,11/06/1999,189 cm,MF
Kaide,Gordon,05/10/2004,173 cm,FW
Kaine,Kesler,23/10/2002,175 cm,DF
Kaine,Hayden,25/05/2003,???,MF
Kalifa,Cissé,09/01/1984,187 cm,MF
Kallum,Cesay,04/09/2002,187 cm,MF
Kalvin,Phillips,02/12/1995,178 cm,MF
Kamarai,Simon-Swyer,04/12/2002,183 cm,MF
Kamel,Ghilas,09/03/1984,177 cm,MF
Kamil,Grosicki,08/06/1988,180 cm,FW
Kamil,Zayatte,07/03/1985,187 cm,DF
Kamil,Conteh,26/12/2002,177 cm,MF
Kane,Wilson,11/03/2000,183 cm,DF
Karel,Poborský,30/03/1972,174 cm,MF
Karim,El Ahmadi,27/01/1985,179 cm,MF
Karim,Kerkar,03/01/1977,173 cm,MF
Karim,Salisú,17/04/1999,191 cm,DF
Karim,Bagheri,20/02/1974,186 cm,MF
Karl,Henry,26/11/1982,183 cm,MF
Karl,Jakob Hein,13/04/2002,193 cm,GK
Karl,Ready,14/08/1972,186 cm,DF
Karl,Rose,12/10/1978,173 cm,FW
Karl,Darlow,08/10/1990,190 cm,GK
Karlan,Grant,18/09/1997,183 cm,FW
Karl-Heinz,Riedle,16/09/1965,179 cm,FW
Karlo,Žiger,11/05/2001,186 cm,GK
Kasey,McAteer,22/11/2001,177 cm,MF
Kasey,Palmer,09/11/1996,175 cm,MF
Kasey,Keller,29/11/1969,188 cm,GK
Kaspars,Gorkšs,06/11/1981,191 cm,DF
Kasper,Schmeichel,05/11/1986,189 cm,GK
Kayky,,11/06/2003,175 cm,FW
Kayne,Ramsay,10/10/2000,193 cm,DF
Kazaiah,Sterling,09/11/1998,175 cm,FW
Kazenga,LuaLua,10/12/1990,180 cm,MF
Kazuyuki,Toda,30/12/1977,178 cm,MF
Ke,Li,24/05/1993,170 cm,MF
Kean,Bryan,01/11/1996,185 cm,DF
Keelan,O'Connell,30/11/1999,???,MF
Keenan,Appiah-Forson,16/10/2001,174 cm,MF
Keinan,Davis,13/02/1998,191 cm,FW
Keiren,Westwood,23/10/1984,188 cm,GK
Keith,Branagan,10/07/1966,183 cm,GK
Keith,Curle,14/11/1963,183 cm,DF
Keith,Fahey,15/01/1983,178 cm,MF
Keith,Gillespie,18/02/1975,178 cm,FW
Keith,Jones,14/10/1965,175 cm,MF
Keith,Lowe,13/09/1985,188 cm,DF
Keith,O'Halloran,10/11/1975,175 cm,MF
Keith,O'Neill,16/02/1976,186 cm,MF
Keith,Rowland,01/09/1971,178 cm,DF
Keith,Scott,09/06/1967,191 cm,FW
Keith,Southern,24/04/1981,178 cm,MF
Keith,Treacy,13/09/1988,183 cm,DF
Keith,Andrews,13/09/1980,183 cm,MF
Kelechi,Iheanacho,03/10/1996,185 cm,FW
Kelland,Watts,03/11/1999,192 cm,DF
Kelly,Youga,22/09/1985,186 cm,DF
Kelvin,Etuhu,30/05/1988,180 cm,MF
Kelvin,Davis,29/09/1976,186 cm,GK
Kemar,Roofe,06/01/1993,178 cm,FW
Kemy,Agustien,20/08/1986,181 cm,MF
Ken,Sema,30/09/1993,180 cm,MF
Kenedy,,08/02/1996,182 cm,MF
Kenedy,,08/02/1996,182 cm,FW
Kenji,Gorré,29/09/1994,178 cm,FW
Kenneth,Zohoré,31/01/1994,190 cm,FW
Kenneth,Monkou,29/11/1964,???,DF
Kenny,Cunningham,28/06/1971,184 cm,DF
Kenny,McEvoy,04/09/1994,176 cm,MF
Kenny,McLean,08/01/1992,180 cm,MF
Kenny,Miller,23/12/1979,175 cm,FW
Kenny,Tete,09/10/1995,180 cm,DF
Kenny,Brown,11/07/1967,173 cm,DF
Kenwyne,Jones,05/10/1984,188 cm,FW
Kepa,,13/01/1984,185 cm,FW
Kepa,,03/10/1994,186 cm,GK
Kerim,Frei,19/11/1993,171 cm,MF
Kerrea,Gilbert,28/02/1987,175 cm,DF
Keshi,Anderson,06/04/1995,175 cm,FW
Kevin,Campbell,04/02/1970,185 cm,FW
Kevin,Danso,19/09/1998,190 cm,DF
Kevin,Davies,26/03/1977,183 cm,FW
Kevin,Dawson,18/06/1981,183 cm,DF
Kevin,De Bruyne,28/06/1991,181 cm,MF
Kevin,Doherty,18/04/1980,193 cm,DF
Kevin,Doyle,18/09/1983,180 cm,FW
Kevin,Ellis,11/05/1977,188 cm,DF
Kevin,Ellison,23/02/1979,185 cm,MF
Kevin,Foley,01/11/1984,181 cm,DF
Kevin,Gage,21/04/1964,???,MF
Kevin,Gallacher,23/11/1966,173 cm,FW
Kevin,Gallen,21/09/1975,180 cm,FW
Kevin,Gibbens,04/11/1979,178 cm,MF
Kevin,Harper,15/01/1976,168 cm,MF
Kevin,Hitchcock,05/10/1962,186 cm,GK
Kevin,Horlock,01/11/1972,183 cm,MF
Kevin,Kilbane,01/02/1977,183 cm,MF
Kevin,Kyle,07/06/1981,191 cm,FW
Kevin,Lisbie,17/10/1978,174 cm,FW
Kevin,Long,18/08/1990,188 cm,DF
Kevin,Maher,17/10/1976,183 cm,MF
Kevin,Mbabu,19/04/1995,184 cm,DF
Kevin,McDonald,04/11/1988,192 cm,MF
Kevin,McLeod,12/09/1980,180 cm,MF
Kevin,McNaughton,28/08/1982,177 cm,DF
Kevin,Miller,15/03/1969,186 cm,GK
Kevin,Mirallas,05/10/1987,182 cm,FW
Kevin,Moore,29/04/1958,181 cm,DF
Kevin,Moran,29/04/1956,180 cm,DF
Kevin,Nicholls,02/01/1979,178 cm,MF
Kevin,Nicholson,02/10/1980,173 cm,DF
Kevin,Nolan,24/06/1982,182 cm,MF
Kevin,Phillips,25/07/1973,173 cm,FW
Kevin,Pilkington,08/03/1974,188 cm,GK
Kevin,Poole,21/07/1963,178 cm,GK
Kevin,Pressman,06/11/1967,186 cm,GK
Kevin,Richardson,04/12/1962,170 cm,MF
Kevin,Scott,17/12/1966,194 cm,DF
Kevin,Sharp,19/09/1974,175 cm,DF
Kevin,Smith,20/03/1987,180 cm,FW
Kevin,Stewart,07/09/1993,181 cm,MF
Kevin,Stuhr-Ellegaard,23/05/1983,196 cm,GK
Kevin,Toner,18/07/1996,180 cm,DF
Kevin,Watson,03/01/1974,183 cm,MF
Kevin,Wimmer,15/11/1992,187 cm,DF
Kevin,Ball,12/11/1964,175 cm,MF
Kevin-Prince,Boateng,06/03/1987,185 cm,MF
Kgaogelo,Chauke,08/01/2003,177 cm,MF
Khalid,Boulahrouz,28/12/1981,183 cm,DF
Khalilou,Fadiga,30/12/1974,183 cm,MF
Khanya,Leshabela,18/09/1999,175 cm,MF
Kieran,Dowell,10/10/1997,183 cm,MF
Kieran,Gibbs,26/09/1989,180 cm,DF
Kieran,Lee,22/06/1988,185 cm,DF
Kieran,McAnespie,11/09/1979,172 cm,DF
Kieran,McKenna,14/05/1986,185 cm,MF
Kieran,O'Hara,22/04/1996,191 cm,GK
Kieran,Richardson,21/10/1984,175 cm,MF
Kieran,Tierney,05/06/1997,180 cm,DF
Kieran,Trippier,19/09/1990,173 cm,DF
Kieran,Agard,10/10/1989,176 cm,FW
Kiernan,Dewsbury-Hall,06/09/1998,178 cm,MF
Kieron,Freeman,21/03/1992,178 cm,DF
Kieron,Dyer,29/12/1978,171 cm,MF
Ki-hyeon,Seol,08/01/1979,184 cm,FW
Ki-Jana,Hoever,18/01/2002,183 cm,DF
Kiki,Musampa,20/07/1977,180 cm,MF
Kiko,Femenía,02/02/1991,171 cm,DF
Kiko,Casilla,02/10/1986,190 cm,GK
Kim,Källström,24/08/1982,185 cm,MF
Kingsley,Francis-Reynolds,???,???,DF
Kingsley,Black,22/06/1968,173 cm,MF
Kit,Symons,08/03/1971,186 cm,DF
Kjell,Scherpen,23/01/2000,204 cm,GK
Kjetil,Wæhler,16/03/1976,183 cm,DF
Kléberson,,19/06/1979,175 cm,MF
Klas,Ingesson,20/08/1968,190 cm,MF
Kleton,Perntreou,08/01/1995,188 cm,GK
Ko,Itakura,27/01/1997,186 cm,DF
Kolo,Touré,19/03/1981,183 cm,DF
Konstantinos,Mavropanos,11/12/1997,194 cm,DF
Konstantinos,Chalkias,30/05/1974,197 cm,GK
Korey,Smith,31/01/1991,183 cm,MF
Kortney,Hause,16/07/1995,191 cm,DF
Kostas,Mitroglou,12/03/1988,188 cm,FW
Kostas,Stafylidis,02/12/1993,178 cm,DF
Kostas,Tsimikas,12/05/1996,179 cm,DF
Kostas,Konstantinidis,31/08/1972,187 cm,DF
Kris,Moore,13/11/2003,189 cm,DF
Kris,Gate,01/01/1985,170 cm,DF
Kristoffer,Klaesson,27/11/2000,189 cm,GK
Kristoffer,Nordfeldt,23/06/1989,190 cm,GK
Kristoffer,Olsson,30/06/1995,178 cm,MF
Kristoffer,Weckström,26/05/1983,174 cm,MF
Kristoffer,Ajer,17/04/1998,198 cm,DF
Krisztián,Németh,05/01/1989,180 cm,FW
Krisztián,Adorján,19/01/1993,184 cm,FW
Krystian,Pearce,05/01/1990,187 cm,DF
Krystian,Bielik,04/01/1998,189 cm,MF
Kurt,Zouma,27/10/1994,190 cm,DF
Kurtis,March,30/04/1993,175 cm,MF
Kwadwo,Baah,27/01/2003,182 cm,FW
Kwesi,Appiah,12/08/1990,180 cm,FW
Kyel,Reid,26/11/1987,178 cm,MF
Kyle,De Silva,29/11/1993,170 cm,MF
Kyle,Edwards,17/02/1998,178 cm,FW
Kyle,Edwards,17/02/1998,178 cm,MF
Kyle,Jameson,11/09/1998,???,DF
Kyle,John,13/02/2001,166 cm,DF
Kyle,Moran,07/06/1987,???,FW
Kyle,Naughton,17/11/1988,181 cm,DF
Kyle,Scott,22/12/1997,172 cm,MF
Kyle,Taylor,28/08/1999,167 cm,MF
Kyle,Walker,28/05/1990,183 cm,DF
Kyle,Walker-Peters,13/04/1997,173 cm,DF
Kyle,Bartley,22/05/1991,194 cm,DF
Kyron,Gordon,24/05/2002,184 cm,DF
Lárus,Sigurðsson,04/06/1973,183 cm,DF
Léandre,Griffit,21/05/1984,172 cm,MF
Lacina,Traoré,20/05/1990,203 cm,FW
Lamare,Bogarde,05/01/2004,183 cm,DF
Lamine,Koné,01/02/1989,189 cm,DF
Lamine,Sakho,28/09/1977,178 cm,FW
Lamine,Diatta,02/07/1975,184 cm,DF
Lance,Key,13/05/1968,187 cm,GK
Lance,Cronin,11/09/1985,180 cm,GK
Largie,Ramazani,27/02/2001,167 cm,FW
Larnell,Cole,09/03/1993,168 cm,MF
Lars,Dendoncker,03/04/2001,188 cm,DF
Lars,Hirschfeld,17/10/1978,190 cm,GK
Lars,Jacobsen,20/09/1979,181 cm,DF
Lars,Leese,18/08/1969,201 cm,GK
Lars,Bohinen,08/09/1969,185 cm,MF
Lars-Gunnar,Carlstrand,29/08/1973,181 cm,FW
Lassana,Diarra,10/03/1985,173 cm,MF
Lasse,Vigen,15/08/1994,180 cm,MF
Lasse,Sørensen,21/10/1999,185 cm,MF
Lateef,Elford-Alliyu,01/06/1992,173 cm,FW
Lauren,,19/01/1977,180 cm,DF
Laurent,Charvet,08/05/1973,180 cm,DF
Laurent,Courtois,11/09/1978,178 cm,MF
Laurent,Delorge,21/07/1979,178 cm,MF
Laurent,Depoitre,07/12/1988,191 cm,FW
Laurent,Koscielny,10/09/1985,186 cm,DF
Laurent,Robert,21/05/1975,176 cm,MF
Laurent,Blanc,19/11/1965,190 cm,DF
Lawrence,Davies,03/09/1977,185 cm,FW
Lawrie,Sanchez,22/10/1959,186 cm,MF
Lawrie,Dudfield,07/05/1980,186 cm,FW
Lawson,D'Ath,24/12/1992,175 cm,MF
Layton,Stewart,03/09/2002,180 cm,FW
Layton,Ndukwu,07/09/1998,177 cm,FW
Lazar,Marković,02/03/1994,175 cm,MF
Leander,Dendoncker,15/04/1995,188 cm,MF
Leandro,Bacuna,21/08/1991,187 cm,MF
Leandro,Trossard,04/12/1994,172 cm,FW
Leandro,Bacuna,21/08/1991,187 cm,DF
Ledley,King,12/10/1980,188 cm,DF
Lee,Bowyer,03/01/1977,179 cm,MF
Lee,Boylan,02/09/1978,168 cm,FW
Lee,Briscoe,30/09/1975,170 cm,DF
Lee,Camp,22/08/1984,183 cm,GK
Lee,Canoville,14/03/1981,186 cm,MF
Lee,Carsley,28/02/1974,178 cm,MF
Lee,Cattermole,21/03/1988,178 cm,MF
Lee,Chapman,05/12/1959,188 cm,FW
Lee,Charles,20/08/1971,180 cm,FW
Lee,Clark,27/10/1972,173 cm,MF
Lee,Cook,03/08/1982,175 cm,MF
Lee,Croft,21/06/1985,175 cm,MF
Lee,Crooks,14/01/1978,188 cm,DF
Lee,Dixon,17/03/1964,173 cm,DF
Lee,Durrant,18/12/1973,178 cm,MF
Lee,Ellison,13/01/1973,180 cm,FW
Lee,Fowler,10/06/1983,170 cm,MF
Lee,Grant,27/01/1983,193 cm,GK
Lee,Harper,30/10/1971,186 cm,GK
Lee,Hendrie,18/05/1977,178 cm,MF
Lee,Hodges,02/03/1978,163 cm,MF
Lee,Holmes,02/04/1987,173 cm,MF
Lee,Howey,01/04/1969,188 cm,DF
Lee,Hughes,22/05/1976,178 cm,FW
Lee,Jones,29/05/1973,173 cm,FW
Lee,Lucas,10/06/1992,178 cm,MF
Lee,Makel,11/01/1973,180 cm,MF
Lee,Marshall,21/01/1979,183 cm,MF
Lee,Martin,09/02/1987,178 cm,MF
Lee,Matthews,16/01/1979,186 cm,FW
Lee,McCulloch,14/05/1978,186 cm,FW
Lee,Middleton,10/09/1970,175 cm,MF
Lee,Mills,10/07/1970,186 cm,FW
Lee,Morris,30/04/1980,178 cm,MF
Lee,Naylor,19/03/1980,178 cm,DF
Lee,Norfolk,17/10/1975,178 cm,MF
Lee,Peltier,11/12/1986,178 cm,DF
Lee,Peltier,11/12/1986,178 cm,MF
Lee,Philpott,21/02/1970,178 cm,MF
Lee,Potter,03/09/1978,180 cm,FW
Lee,Powell,02/06/1973,???,MF
Lee,Roche,28/10/1980,177 cm,DF
Lee,Sawyer,10/09/1989,175 cm,MF
Lee,Sharpe,27/05/1971,183 cm,MF
Lee,Todd,07/03/1972,165 cm,DF
Lee,Williamson,07/06/1982,178 cm,MF
Lee,Barnard,18/07/1984,178 cm,FW
Leif,Davis,31/12/1999,177 cm,DF
Leigh,Bromby,02/06/1980,180 cm,MF
Leigh,Griffiths,20/08/1990,180 cm,FW
Leigh,Jenkinson,09/07/1969,183 cm,MF
Leigh,Bromby,02/06/1980,180 cm,DF
Leighton,Clarkson,19/10/2001,175 cm,MF
Leighton,Baines,11/12/1984,170 cm,DF
Lennard,Sowah,23/08/1992,187 cm,DF
Lenny,Piper,08/08/1977,168 cm,MF
Lenny,Pidgeley,07/02/1984,191 cm,GK
Leo,Chambers,05/08/1995,186 cm,DF
Leo,Cotterell,02/09/1974,175 cm,DF
Leo,Hjelde,26/08/2003,188 cm,DF
Leo,Østigård,28/11/1999,184 cm,DF
Leon,Bailey,09/08/1997,178 cm,FW
Leon,Balogun,28/06/1988,190 cm,DF
Leon,Barnett,30/11/1985,186 cm,DF
Leon,Best,19/09/1986,186 cm,FW
Leon,Britton,16/09/1982,168 cm,MF
Leon,Clarke,10/02/1985,188 cm,FW
Leon,Cort,11/09/1979,191 cm,DF
Leon,McKenzie,17/05/1978,178 cm,FW
Leon,Osman,17/05/1981,173 cm,MF
Leon,Andreasen,23/04/1983,188 cm,MF
Leonardo,Ulloa,26/07/1986,188 cm,FW
Leonardo,Campana,24/07/2000,188 cm,FW
Leroy,Lita,28/12/1984,176 cm,FW
Leroy,Sané,11/01/1996,183 cm,FW
Leroy,Fer,05/01/1990,188 cm,MF
Les,Sealey,29/09/1957,186 cm,GK
Les,Ferdinand,08/12/1966,184 cm,FW
Levi,Lumeka,05/09/1998,170 cm,FW
Lewin,Nyatanga,18/08/1988,188 cm,DF
Lewis,Bate,28/10/2002,172 cm,MF
Lewis,Brunt,06/11/2000,187 cm,MF
Lewis,Cass,27/02/2000,185 cm,DF
Lewis,Cook,03/02/1997,175 cm,MF
Lewis,Dobbin,03/01/2003,176 cm,FW
Lewis,Dunk,21/11/1991,192 cm,DF
Lewis,Emanuel,14/10/1983,173 cm,DF
Lewis,Gordon,12/02/2001,???,DF
Lewis,Grabban,12/01/1988,183 cm,FW
Lewis,Hall,08/09/2004,???,MF
Lewis,Holtby,18/09/1990,176 cm,MF
Lewis,Kinsella,02/09/1994,175 cm,DF
Lewis,Montrose,17/11/1988,183 cm,DF
Lewis,O'Brien,14/10/1998,173 cm,MF
Lewis,Page,20/05/1996,178 cm,DF
Lewis,Price,19/07/1984,191 cm,GK
Lewis,Richards,15/10/2001,182 cm,DF
Lewis,Richardson,07/02/2003,178 cm,FW
Lewis,Baker,25/04/1995,182 cm,MF
Leyton,Maxwell,03/10/1979,173 cm,MF
Liam,Bridcutt,08/05/1989,175 cm,MF
Liam,Cooper,30/08/1991,186 cm,DF
Liam,Daish,23/07/1968,188 cm,DF
Liam,Delap,08/02/2003,186 cm,FW
Liam,Fontaine,07/01/1986,189 cm,MF
Liam,Gibson,25/04/1997,185 cm,DF
Liam,Horsted,28/10/1985,186 cm,MF
Liam,Hughes,19/08/2001,193 cm,GK
Liam,Lawrence,14/12/1981,180 cm,MF
Liam,Marrs,01/01/1993,???,DF
Liam,McCarron,07/03/2001,175 cm,FW
Liam,Millar,27/09/1999,181 cm,FW
Liam,Miller,13/02/1981,170 cm,MF
Liam,Moore,31/01/1993,185 cm,DF
Liam,O'Neil,31/07/1993,181 cm,MF
Liam,Ridgewell,21/07/1984,177 cm,DF
Liam,Rosenior,09/07/1984,178 cm,DF
Liam,Tomsett,21/01/1992,180 cm,MF
Liam,Agnew,11/04/1995,178 cm,MF
Libor,Kozák,30/05/1989,193 cm,FW
Lilian,Nalis,29/09/1971,185 cm,MF
Lilian,Martin,28/05/1971,182 cm,DF
Linvoy,Primus,14/09/1973,178 cm,DF
Lionel,Scaloni,16/05/1978,182 cm,MF
Lionel,Perez,24/04/1967,183 cm,GK
Llorente,,26/02/1985,195 cm,FW
Llorente,,16/08/1993,186 cm,DF
Lloyd,Dyer,13/09/1982,173 cm,MF
Lloyd,Humphries,03/10/1997,???,MF
Lloyd,Isgrove,12/01/1993,178 cm,MF
Lloyd,Jones,07/10/1995,191 cm,DF
Lloyd,Kelly,06/10/1998,191 cm,DF
Lloyd,McGrath,24/02/1965,???,MF
Lloyd,Sam,27/09/1984,173 cm,MF
Lloyd,Doyley,01/12/1982,178 cm,DF
Loïc,Rémy,02/01/1987,185 cm,FW
Loïc,Damour,08/01/1991,181 cm,MF
Lomana,LuaLua,28/12/1980,178 cm,FW
Lorcan,Fitzgerald,03/01/1989,173 cm,DF
Lorcan,Costello,11/11/1976,175 cm,MF
Lorenzo,Amoruso,28/06/1971,183 cm,DF
Lorik,Cana,27/07/1983,186 cm,MF
Loris,Karius,22/06/1993,189 cm,GK
Louie,Moulden,06/01/2002,188 cm,GK
Louie,Barry,21/06/2003,174 cm,FW
Louis,Moult,14/05/1992,183 cm,FW
Louis,Saha,08/08/1978,184 cm,FW
Louis,Thompson,19/12/1994,180 cm,MF
Louis,Laing,06/03/1993,181 cm,DF
Lovre,Kalinić,03/04/1990,201 cm,GK
Luc,Nijholt,29/07/1961,180 cm,MF
Luca,Percassi,25/08/1980,175 cm,DF
Luca,Scapuzzi,15/04/1991,182 cm,FW
Luca,de la Torre,23/05/1998,177 cm,MF
Lucas,Cominelli,25/12/1976,183 cm,MF
Lucas,Dawson,12/11/1993,186 cm,MF
Lucas,Digne,20/07/1993,178 cm,DF
Lucas,Leiva,09/01/1987,179 cm,MF
Lucas,Moura,13/08/1992,172 cm,FW
Lucas,Neill,09/03/1978,185 cm,DF
Lucas,Pérez,10/09/1988,180 cm,FW
Lucas,Perri,10/12/1997,197 cm,GK
Lucas,Piazón,20/01/1994,182 cm,MF
Lucas,Radebe,12/04/1969,186 cm,DF
Lucas,Torreira,11/02/1996,166 cm,MF
Lucas,Bergström,05/09/2002,205 cm,GK
Luciano,Narsingh,13/09/1990,175 cm,FW
Luciano,Vietto,05/12/1993,173 cm,FW
Luciano,Zavagno,06/08/1977,182 cm,MF
Luciano,Becchio,28/12/1983,187 cm,FW
Lucien,Mettomo,19/04/1977,183 cm,DF
Lucien,Aubey,24/05/1984,180 cm,DF
Luděk,Mikloško,09/12/1961,196 cm,GK
Ludovic,Sylvestre,05/02/1984,182 cm,MF
Luis,García,24/06/1978,176 cm,FW
Luis,Longstaff,24/02/2001,167 cm,FW
Luis,Suárez,24/01/1987,182 cm,FW
Luis,Alberto,28/11/1992,183 cm,MF
Luka,Modrić,09/09/1985,172 cm,MF
Luka,Račić,08/05/1999,187 cm,DF
Luka,Milivojević,07/04/1991,186 cm,MF
Lukas,Jutkiewicz,28/03/1989,185 cm,FW
Lukas,Nmecha,14/12/1998,185 cm,FW
Lukas,Podolski,04/06/1985,182 cm,FW
Lukas,Rupp,08/01/1991,178 cm,MF
